id,grade,x_origin,y_origin,z_origin,x_destination,y_destination,z_destination,timeToImpact
17114,33,0.5,4.5200000032782555,0.5,0.85107421875,4.0060839876532555,33.51611328125,668
17116,34,0.5,4.5200000032782555,0.5,0.676513671875,4.0053515657782555,27.93408203125,628
17118,35,0.5,4.5200000032782555,0.5,0.3984375,4.0058398470282555,30.188720703125,548
17120,36,0.5,4.5200000032782555,0.5,0.244140625,4.0063281282782555,31.703857421875,640
17122,37,0.5,4.5200000032782555,0.5,0.504638671875,4.0063281282782555,32.4736328125,687
17124,38,0.5,4.5200000032782555,0.5,0.324462890625,4.0055957064032555,31.736572265625,642
17126,39,0.5,4.5200000032782555,0.5,0.70263671875,4.0055957064032555,30.51513671875,625
17128,40,0.5,4.5200000032782555,0.5,0.107421875,4.0063281282782555,32.397216796875,658
17130,41,0.5,4.5200000032782555,0.5,0.603271484375,4.0065722689032555,35.8935546875,746
17132,42,0.5,4.5200000032782555,0.5,-0.1806640625,4.0063281282782555,32.4072265625,637
17134,43,0.5,4.5200000032782555,0.5,0.2392578125,4.0065722689032555,35.32373046875,699
17136,44,0.5,4.5200000032782555,0.5,0.724853515625,4.0063281282782555,32.70703125,708
17139,45,0.5,4.5200000032782555,0.5,0.203369140625,4.0058398470282555,29.63671875,561
17143,46,0.5,4.5200000032782555,0.5,0.337890625,4.0060839876532555,33.743896484375,631
17145,47,0.5,4.5200000032782555,0.5,0.251708984375,4.0065722689032555,36.00439453125,766
17147,48,0.5,4.5200000032782555,0.5,0.35498046875,4.0065722689032555,35.446533203125,696
17149,49,0.5,4.5200000032782555,0.5,0.2587890625,4.0058398470282555,34.539306640625,719
17151,50,0.5,4.5200000032782555,0.5,0.234130859375,4.0070605501532555,37.793701171875,757
17153,51,0.5,4.5200000032782555,0.5,0.465576171875,4.0060839876532555,33.603271484375,670
17155,52,0.5,4.5200000032782555,0.5,0.595703125,4.0070605501532555,37.583740234375,767
17157,53,0.5,4.5200000032782555,0.5,0.705810546875,4.0070605501532555,38.532958984375,723
17159,54,0.5,4.5200000032782555,0.5,0.970703125,4.0070605501532555,37.6865234375,816
17161,55,0.5,4.5200000032782555,0.5,0.507080078125,4.0070605501532555,38.76123046875,765
17163,56,0.5,4.5200000032782555,0.5,0.627685546875,4.0063281282782555,36.67578125,731
17165,57,0.5,4.5200000032782555,0.5,0.222900390625,4.0070605501532555,38.205810546875,794
17167,58,0.5,4.5200000032782555,0.5,-0.0693359375,4.0080371126532555,42.849853515625,893
17169,59,0.5,4.5200000032782555,0.5,0.47998046875,4.0075488314032555,40.225341796875,821
17171,60,0.5,4.5200000032782555,0.5,0.7353515625,4.0082812532782555,42.488037109375,882
17173,61,0.5,4.5200000032782555,0.5,0.659423828125,4.0077929720282555,45.02783203125,850
17176,62,0.5,4.5200000032782555,0.5,0.809814453125,4.0080371126532555,42.71875,881
17181,63,0.5,4.5200000032782555,0.5,-0.105224609375,4.0080371126532555,43.612548828125,821
17183,64,0.5,4.5200000032782555,0.5,0.68603515625,4.0075488314032555,40.611083984375,837
17185,65,0.5,4.5200000032782555,0.5,0.834716796875,4.0085253939032555,46.3583984375,899
17187,66,0.5,4.5200000032782555,0.5,0.8115234375,4.0090136751532555,47.7421875,1016
17189,67,0.5,4.5200000032782555,0.5,0.152587890625,4.0082812532782555,47.654296875,970
17191,68,0.5,4.5200000032782555,0.5,-0.0361328125,4.0075488314032555,41.3388671875,765
17193,69,0.5,4.5200000032782555,0.5,-0.31201171875,4.0087695345282555,44.427978515625,950
17195,70,0.5,4.5200000032782555,0.5,0.280517578125,4.0082812532782555,42.251708984375,918
17197,71,0.5,4.5200000032782555,0.5,0.96484375,4.0085253939032555,45.285400390625,887
17199,72,0.5,4.5200000032782555,0.5,0.084228515625,4.0085253939032555,45.20654296875,946
17201,73,0.5,4.5200000032782555,0.5,0.45751953125,4.0090136751532555,48.038818359375,941
17203,74,0.5,4.5200000032782555,0.5,0.054931640625,4.0092578157782555,47.61083984375,997
17205,75,0.5,4.5200000032782555,0.5,0.297119140625,4.0090136751532555,48.95263671875,978
17207,76,0.5,4.5200000032782555,0.5,-0.003173828125,4.0097460970282555,50.111083984375,981
17209,77,0.5,4.5200000032782555,0.5,0.149169921875,4.0082812532782555,47.433349609375,931
17211,78,0.5,4.5200000032782555,0.5,-0.143310546875,4.0092578157782555,47.629638671875,968
17213,79,0.5,4.5200000032782555,0.5,0,4.0092578157782555,51.78076171875,1026
17215,80,0.5,4.5200000032782555,0.5,1.056396484375,4.0092578157782555,47.50927734375,973
17217,81,0.5,4.5200000032782555,0.5,0.69482421875,4.0102343782782555,52.228515625,1083
17219,82,0.5,4.5200000032782555,0.5,1.360107421875,4.0090136751532555,49.043212890625,966
17221,83,0.5,4.5200000032782555,0.5,0.7490234375,4.0092578157782555,51.69580078125,1021
17223,84,0.5,4.5200000032782555,0.5,0.248779296875,4.0107226595282555,54.54638671875,1126
17225,85,0.5,4.5200000032782555,0.5,0.540771484375,4.0099902376532555,53.580322265625,1073
17227,86,0.5,4.5200000032782555,0.5,0.486572265625,4.0099902376532555,53.38671875,1114
17229,87,0.5,4.5200000032782555,0.5,1.543701171875,4.0102343782782555,56.9931640625,1083
17231,88,0.5,4.5200000032782555,0.5,0.23681640625,4.0104785189032555,56.510986328125,1112
17233,89,0.5,4.5200000032782555,0.5,-0.010009765625,4.0099902376532555,53.65673828125,1073
17235,90,0.5,4.5200000032782555,0.5,0.48828125,4.0099902376532555,54.1640625,1129
17237,91,0.5,4.5200000032782555,0.5,0.98046875,4.0104785189032555,55.99755859375,1095
17239,92,0.5,4.5200000032782555,0.5,0.828369140625,4.0119433626532555,59.2880859375,1194
17241,93,0.5,4.5200000032782555,0.5,1.122314453125,4.0107226595282555,55.5556640625,1063
17243,94,0.5,4.5200000032782555,0.5,0.445068359375,4.0107226595282555,54.6572265625,1101
17245,95,0.5,4.5200000032782555,0.5,0.347412109375,4.0112109407782555,57.832275390625,1182
17247,96,0.5,4.5200000032782555,0.5,0.37744140625,4.0116992220282555,59.566162109375,1244
17249,97,0.5,4.5200000032782555,0.5,0.674560546875,4.0109668001532555,58.5908203125,1182
17251,98,0.5,4.5200000032782555,0.5,0.712158203125,4.0112109407782555,56.996826171875,1182
17253,99,0.5,4.5200000032782555,0.5,1.004638671875,4.0109668001532555,58.303466796875,1134
17255,100,0.5,4.5200000032782555,0.5,0.257568359375,4.0119433626532555,58.758544921875,1218
17257,101,0.5,4.5200000032782555,0.5,0.431640625,4.0124316439032555,61.772216796875,1274
17259,102,0.5,4.5200000032782555,0.5,0.330078125,4.0124316439032555,61.530517578125,1275
17261,103,0.5,4.5200000032782555,0.5,-0.237548828125,4.0116992220282555,59.627685546875,1221
17263,104,0.5,4.5200000032782555,0.5,1.24951171875,4.0116992220282555,60.009521484375,1271
17265,105,0.5,4.5200000032782555,0.5,1.1943359375,4.0126757845282555,65.865234375,1327
17267,106,0.5,4.5200000032782555,0.5,-0.1826171875,4.0119433626532555,59.5361328125,1231
17269,107,0.5,4.5200000032782555,0.5,0.100830078125,4.0121875032782555,62.32470703125,1272
17271,108,0.5,4.5200000032782555,0.5,0.574951171875,4.0131640657782555,63.459228515625,1324
17273,109,0.5,4.5200000032782555,0.5,0.677001953125,4.0126757845282555,64.920654296875,1279
17275,110,0.5,4.5200000032782555,0.5,0.63623046875,4.0121875032782555,62.628173828125,1274
17277,111,0.5,4.5200000032782555,0.5,0.44580078125,4.0121875032782555,63.41064453125,1283
17279,112,0.5,4.5200000032782555,0.5,0.564453125,4.0129199251532555,64.23046875,1377
17281,113,0.5,4.5200000032782555,0.5,0.68701171875,4.0116992220282555,60.0302734375,1229
17283,114,0.5,4.5200000032782555,0.5,0.32958984375,4.0129199251532555,64.8349609375,1331
17285,115,0.5,4.5200000032782555,0.5,0.685546875,4.0126757845282555,65.76318359375,1331
17287,116,0.5,4.5200000032782555,0.5,0.970947265625,4.0126757845282555,65.51708984375,1326
17289,117,0.5,4.5200000032782555,0.5,0.5966796875,4.0134082064032555,67.071533203125,1383
17291,118,0.5,4.5200000032782555,0.5,0.114501953125,4.0141406282782555,68.51904296875,1477
17293,119,0.5,4.5200000032782555,0.5,0.139892578125,4.0141406282782555,68.7578125,1380
17295,120,0.5,4.5200000032782555,0.5,1.11474609375,4.0134082064032555,67.012939453125,1335
17297,121,0.5,4.5200000032782555,0.5,0.43408203125,4.0136523470282555,65.534423828125,1324
17299,122,0.5,4.5200000032782555,0.5,0.58837890625,4.0143847689032555,71.74951171875,1425
17301,123,0.5,4.5200000032782555,0.5,0.57177734375,4.0131640657782555,67.606689453125,1326
17303,124,0.5,4.5200000032782555,0.5,0.730712890625,4.0141406282782555,68.8994140625,1424
17305,125,0.5,4.5200000032782555,0.5,0.37060546875,4.0141406282782555,68.896728515625,1433
17307,126,0.5,4.5200000032782555,0.5,0.302734375,4.0138964876532555,68.91259765625,1379
17309,127,0.5,4.5200000032782555,0.5,0.39111328125,4.0141406282782555,68.686767578125,1378
17311,128,0.5,4.5200000032782555,0.5,0.927001953125,4.0146289095282555,71.2958984375,1433
17313,129,0.5,4.5200000032782555,0.5,-0.1875,4.0141406282782555,68.272216796875,1432
17315,130,0.5,4.5200000032782555,0.5,-0.32763671875,4.0143847689032555,71.627685546875,1479
17317,131,0.5,4.5200000032782555,0.5,1.686767578125,4.0156054720282555,71.431640625,1537
17319,132,0.5,4.5200000032782555,0.5,0.755615234375,4.0148730501532555,70.26318359375,1498
17321,133,0.5,4.5200000032782555,0.5,1.510986328125,4.0143847689032555,72.158447265625,1434
17323,134,0.5,4.5200000032782555,0.5,0.8720703125,4.0151171907782555,73.974609375,1485
17325,135,0.5,4.5200000032782555,0.5,0.391845703125,4.0160937532782555,74.21240234375,1588
17327,136,0.5,4.5200000032782555,0.5,0.578125,4.0153613314032555,71.966796875,1537
17329,137,0.5,4.5200000032782555,0.5,0.486083984375,4.0143847689032555,71.749755859375,1481
17331,138,0.5,4.5200000032782555,0.5,0.655517578125,4.0158496126532555,75.281494140625,1583
17333,139,0.5,4.5200000032782555,0.5,1.3134765625,4.0163378939032555,77.40283203125,1577
17335,140,0.5,4.5200000032782555,0.5,-0.107421875,4.0165820345282555,76.608154296875,1588
17337,141,0.5,4.5200000032782555,0.5,0.029052734375,4.0158496126532555,74.507080078125,1541
17339,142,0.5,4.5200000032782555,0.5,0.1923828125,4.0156054720282555,75.584716796875,1583
17341,143,0.5,4.5200000032782555,0.5,-0.13671875,4.0165820345282555,76.383056640625,1630
17343,144,0.5,4.5200000032782555,0.5,0.143310546875,4.0163378939032555,77.041015625,1634
17345,145,0.5,4.5200000032782555,0.5,0.74462890625,4.0163378939032555,77.525634765625,1590
17347,146,0.5,4.5200000032782555,0.5,0.140869140625,4.0156054720282555,75.6396484375,1576
17349,147,0.5,4.5200000032782555,0.5,0.965087890625,4.0158496126532555,75.302734375,1524
17351,148,0.5,4.5200000032782555,0.5,0.843017578125,4.0165820345282555,76.307861328125,1631
17353,149,0.5,4.5200000032782555,0.5,0.822509765625,4.0168261751532555,79.97216796875,1682
17355,150,0.5,4.5200000032782555,0.5,1.737060546875,4.0178027376532555,80.677490234375,1733
17357,151,0.5,4.5200000032782555,0.5,0.838623046875,4.0170703157782555,79.154052734375,1693
17359,152,0.5,4.5200000032782555,0.5,0.655029296875,4.0160937532782555,78.636474609375,1592
17361,153,0.5,4.5200000032782555,0.5,1.396728515625,4.0178027376532555,80.40771484375,1696
17363,154,0.5,4.5200000032782555,0.5,-0.31396484375,4.0160937532782555,78.244140625,1644
17365,155,0.5,4.5200000032782555,0.5,0.225830078125,4.0178027376532555,80.35107421875,1752
17367,156,0.5,4.5200000032782555,0.5,1.524658203125,4.0180468782782555,78.859375,1733
17369,157,0.5,4.5200000032782555,0.5,1.11279296875,4.0175585970282555,81.7646484375,1792
17371,158,0.5,4.5200000032782555,0.5,0.109375,4.0173144564032555,82.1455078125,1687
17373,159,0.5,4.5200000032782555,0.5,0.4443359375,4.0178027376532555,80.501953125,1742
17375,160,0.5,4.5200000032782555,0.5,0.5283203125,4.0175585970282555,81.15283203125,1695
17377,161,0.5,4.5200000032782555,0.5,0.6298828125,4.0175585970282555,81.568359375,1733
17379,162,0.5,4.5200000032782555,0.5,1.9794921875,4.0182910189032555,83.072265625,1784
17381,163,0.5,4.5200000032782555,0.5,0.23046875,4.0178027376532555,80.49609375,1694
17383,164,0.5,4.5200000032782555,0.5,1.327880859375,4.0187793001532555,85.2265625,1779
17385,165,0.5,4.5200000032782555,0.5,-0.380859375,4.0180468782782555,83.74853515625,1745
17387,166,0.5,4.5200000032782555,0.5,-0.19091796875,4.0187793001532555,80.81787109375,1740
17389,167,0.5,4.5200000032782555,0.5,0.885009765625,4.0185351595282555,81.934814453125,1736
17391,168,0.5,4.5200000032782555,0.5,0.70068359375,4.0190234407782555,84.518310546875,1809
17393,169,0.5,4.5200000032782555,0.5,0.13134765625,4.0185351595282555,82.002197265625,1766
17395,170,0.5,4.5200000032782555,0.5,1.360107421875,4.0202441439032555,88.106201171875,1966
17397,171,0.5,4.5200000032782555,0.5,-0.3779296875,4.0190234407782555,84.623046875,1809
17399,172,0.5,4.5200000032782555,0.5,0.082275390625,4.0192675814032555,82.81689453125,1787
17401,173,0.5,4.5200000032782555,0.5,0.0263671875,4.0187793001532555,85.15966796875,1849
17403,174,0.5,4.5200000032782555,0.5,-0.33154296875,4.0192675814032555,87.664794921875,1913
17405,175,0.5,4.5200000032782555,0.5,-0.0419921875,4.0202441439032555,87.505859375,1896
17407,176,0.5,4.5200000032782555,0.5,0.13427734375,4.0200000032782555,84.674560546875,1851
17409,177,0.5,4.5200000032782555,0.5,0.759033203125,4.0192675814032555,88.247802734375,1917
17411,178,0.5,4.5200000032782555,0.5,1.667724609375,4.0200000032782555,89.477783203125,1967
17413,179,0.5,4.5200000032782555,0.5,1.86962890625,4.0195117220282555,86.44580078125,1881
17415,180,0.5,4.5200000032782555,0.5,-0.135009765625,4.0209765657782555,89.622314453125,2016
17417,181,0.5,4.5200000032782555,0.5,0.061767578125,4.0207324251532555,90.927978515625,1964
17419,182,0.5,4.5200000032782555,0.5,0.446044921875,4.0200000032782555,89.491943359375,1872
17421,183,0.5,4.5200000032782555,0.5,0.370849609375,4.0207324251532555,89.904052734375,2023
17423,184,0.5,4.5200000032782555,0.5,-0.437255859375,4.0204882845282555,86.892333984375,1894
17425,185,0.5,4.5200000032782555,0.5,0.728271484375,4.0197558626532555,90.111572265625,1962
17427,186,0.5,4.5200000032782555,0.5,0.44580078125,4.0207324251532555,89.921630859375,2003
17429,187,0.5,4.5200000032782555,0.5,0.86767578125,4.0209765657782555,89.468505859375,1898
17431,188,0.5,4.5200000032782555,0.5,1.396728515625,4.0214648470282555,92.045166015625,2052
17433,189,0.5,4.5200000032782555,0.5,0.557373046875,4.0217089876532555,90.924072265625,1966
17435,190,0.5,4.5200000032782555,0.5,0.593505859375,4.0212207064032555,88.463623046875,2043
17437,191,0.5,4.5200000032782555,0.5,0.482666015625,4.0209765657782555,89.37646484375,1961
17439,192,0.5,4.5200000032782555,0.5,0.8974609375,4.0214648470282555,91.0517578125,2001
17441,193,0.5,4.5200000032782555,0.5,-0.477783203125,4.0221972689032555,93.365234375,2072
17443,194,0.5,4.5200000032782555,0.5,1.368896484375,4.0221972689032555,93.27392578125,2069
17445,195,0.5,4.5200000032782555,0.5,1.44091796875,4.0221972689032555,92.740966796875,2054
17447,196,0.5,4.5200000032782555,0.5,1.091552734375,4.0229296907782555,94.33251953125,2138
17449,197,0.5,4.5200000032782555,0.5,0.126220703125,4.0209765657782555,89.398193359375,1989
17451,198,0.5,4.5200000032782555,0.5,-0.22705078125,4.0221972689032555,92.331298828125,2059
17453,199,0.5,4.5200000032782555,0.5,0.4970703125,4.0219531282782555,94.058837890625,2077
17455,200,0.5,4.5200000032782555,0.5,-0.109375,4.0221972689032555,92.864013671875,2061
17457,201,0.5,4.5200000032782555,0.5,0.66357421875,4.0219531282782555,94.52294921875,2064
17459,202,0.5,4.5200000032782555,0.5,0.51904296875,4.0231738314032555,92.80859375,2149
17461,203,0.5,4.5200000032782555,0.5,0.673828125,4.0234179720282555,96.76025390625,2195
17463,204,0.5,4.5200000032782555,0.5,0.858642578125,4.0234179720282555,96.144775390625,2122
17465,205,0.5,4.5200000032782555,0.5,1.024169921875,4.0229296907782555,93.8876953125,2146
17467,206,0.5,4.5200000032782555,0.5,-1.0869140625,4.0229296907782555,99.14892578125,2201
17469,207,0.5,4.5200000032782555,0.5,0.7861328125,4.0231738314032555,97.346923828125,2191
17471,208,0.5,4.5200000032782555,0.5,0.810302734375,4.0234179720282555,95.8310546875,2144
17473,209,0.5,4.5200000032782555,0.5,1.239501953125,4.0226855501532555,95.228271484375,2171
17475,210,0.5,4.5200000032782555,0.5,0.937744140625,4.0241503939032555,97.891845703125,2227
17477,211,0.5,4.5200000032782555,0.5,0.258056640625,4.0241503939032555,96.822509765625,2203
17479,212,0.5,4.5200000032782555,0.5,-1.22509765625,4.0236621126532555,99.4541015625,2188
17481,213,0.5,4.5200000032782555,0.5,0.539794921875,4.0234179720282555,96.101318359375,2184
17483,214,0.5,4.5200000032782555,0.5,1.4619140625,4.0239062532782555,98.3984375,2252
17485,215,0.5,4.5200000032782555,0.5,0.54736328125,4.0248828157782555,98.158447265625,2300
17487,216,0.5,4.5200000032782555,0.5,0.420654296875,4.0241503939032555,97.28857421875,2207
17489,217,0.5,4.5200000032782555,0.5,0.219970703125,4.0248828157782555,98.302978515625,2281
17491,218,0.5,4.5200000032782555,0.5,-0.276611328125,4.0253710970282555,101.017333984375,2296
17493,219,0.5,4.5200000032782555,0.5,0.44921875,4.0246386751532555,99.169189453125,2269
17495,220,0.5,4.5200000032782555,0.5,0.067138671875,4.0239062532782555,98.110107421875,2244
17497,221,0.5,4.5200000032782555,0.5,0.232421875,4.0248828157782555,98.515869140625,2295
17499,222,0.5,4.5200000032782555,0.5,0.106689453125,4.0248828157782555,98.535888671875,2299
17501,223,0.5,4.5200000032782555,0.5,0.52197265625,4.0256152376532555,99.427978515625,2360
17503,224,0.5,4.5200000032782555,0.5,0.395751953125,4.0248828157782555,98.286865234375,2243
17505,225,0.5,4.5200000032782555,0.5,-0.052001953125,4.0251269564032555,97.410888671875,2285
17507,226,0.5,4.5200000032782555,0.5,1.72412109375,4.0246386751532555,99.736083984375,2273
17509,227,0.5,4.5200000032782555,0.5,-0.476806640625,4.0258593782782555,98.563720703125,2360
17511,228,0.5,4.5200000032782555,0.5,1.291748046875,4.0261035189032555,101.154296875,2374
17513,229,0.5,4.5200000032782555,0.5,-0.233642578125,4.0251269564032555,101.264404296875,2330
17515,230,0.5,4.5200000032782555,0.5,0.93359375,4.0253710970282555,100.086181640625,2331
17517,231,0.5,4.5200000032782555,0.5,-0.557861328125,4.0263476595282555,99.8603515625,2372
17519,232,0.5,4.5200000032782555,0.5,0.26318359375,4.0263476595282555,100.75048828125,2384
17521,233,0.5,4.5200000032782555,0.5,1.08740234375,4.0261035189032555,100.882568359375,2335
17523,234,0.5,4.5200000032782555,0.5,1.32421875,4.0261035189032555,100.8671875,2395
17525,235,0.5,4.5200000032782555,0.5,0.790771484375,4.0256152376532555,98.94970703125,2346
17527,236,0.5,4.5200000032782555,0.5,0.5625,4.0268359407782555,101.789794921875,2453
17529,237,0.5,4.5200000032782555,0.5,1.722412109375,4.0268359407782555,102.243408203125,2461
17531,238,0.5,4.5200000032782555,0.5,0.6259765625,4.0265918001532555,103.467041015625,2451
17533,239,0.5,4.5200000032782555,0.5,0.87060546875,4.0278125032782555,101.896728515625,2435
17535,240,0.5,4.5200000032782555,0.5,0.533447265625,4.0268359407782555,102.603759765625,2445
17537,241,0.5,4.5200000032782555,0.5,0.41796875,4.0263476595282555,100.310546875,2330
17539,242,0.5,4.5200000032782555,0.5,0.543701171875,4.0275683626532555,103.644287109375,2484
17541,243,0.5,4.5200000032782555,0.5,-0.687744140625,4.0273242220282555,103.97998046875,2387
17543,244,0.5,4.5200000032782555,0.5,0.14501953125,4.0273242220282555,104.059326171875,2533
17545,245,0.5,4.5200000032782555,0.5,1.02587890625,4.0273242220282555,108.648681640625,2551
17547,246,0.5,4.5200000032782555,0.5,1.64990234375,4.0273242220282555,103.806884765625,2452
17549,247,0.5,4.5200000032782555,0.5,2.178466796875,4.0268359407782555,102.2431640625,2388
17551,248,0.5,4.5200000032782555,0.5,0.421875,4.0278125032782555,106.0439453125,2591
17553,249,0.5,4.5200000032782555,0.5,0.11279296875,4.0280566439032555,105.29150390625,2512
17555,250,0.5,4.5200000032782555,0.5,0.703857421875,4.0280566439032555,104.777099609375,2462
17557,251,0.5,4.5200000032782555,0.5,-0.39013671875,4.0292773470282555,107.1083984375,2605
17559,252,0.5,4.5200000032782555,0.5,0.9296875,4.0280566439032555,105.362060546875,2499
17561,253,0.5,4.5200000032782555,0.5,-0.685302734375,4.0283007845282555,104.21630859375,2510
17563,254,0.5,4.5200000032782555,0.5,0.383056640625,4.0280566439032555,104.704345703125,2549
17565,255,0.5,4.5200000032782555,0.5,0.80322265625,4.0287890657782555,105.87841796875,2577
17567,256,0.5,4.5200000032782555,0.5,0.59375,4.0275683626532555,103.572021484375,2449
17569,257,0.5,4.5200000032782555,0.5,0.664794921875,4.0290332064032555,106.64990234375,2558
17571,258,0.5,4.5200000032782555,0.5,-0.643798828125,4.0285449251532555,107.469482421875,2547
17573,259,0.5,4.5200000032782555,0.5,0.806640625,4.0287890657782555,105.863037109375,2619
17575,260,0.5,4.5200000032782555,0.5,0.8427734375,4.0297656282782555,109.92724609375,2682
17577,261,0.5,4.5200000032782555,0.5,0.5283203125,4.0290332064032555,108.7958984375,2587
17579,262,0.5,4.5200000032782555,0.5,0.1484375,4.0295214876532555,106.793212890625,2542
17581,263,0.5,4.5200000032782555,0.5,2.1494140625,4.0297656282782555,109.20751953125,2672
17583,264,0.5,4.5200000032782555,0.5,1.176025390625,4.0290332064032555,104.9775390625,2554
17585,265,0.5,4.5200000032782555,0.5,1.244140625,4.0292773470282555,107.166748046875,2667
17587,266,0.5,4.5200000032782555,0.5,0.78662109375,4.0295214876532555,106.26416015625,2650
17589,267,0.5,4.5200000032782555,0.5,0.668701171875,4.0297656282782555,105.349853515625,2566
17591,268,0.5,4.5200000032782555,0.5,-0.830078125,4.0297656282782555,109.367431640625,2655
17593,269,0.5,4.5200000032782555,0.5,0.83984375,4.0300097689032555,108.153076171875,2669
17595,270,0.5,4.5200000032782555,0.5,0.8115234375,4.0297656282782555,108.8056640625,2700
17597,271,0.5,4.5200000032782555,0.5,-0.059326171875,4.0300097689032555,107.48779296875,2727
17599,272,0.5,4.5200000032782555,0.5,-0.75732421875,4.0297656282782555,108.954833984375,2641
17601,273,0.5,4.5200000032782555,0.5,0.73779296875,4.0300097689032555,107.897216796875,2622
17603,274,0.5,4.5200000032782555,0.5,1.38134765625,4.0290332064032555,108.635009765625,2632
17605,275,0.5,4.5200000032782555,0.5,1.44189453125,4.0302539095282555,111.010498046875,2736
17607,276,0.5,4.5200000032782555,0.5,0.40673828125,4.0300097689032555,107.73291015625,2657
17609,277,0.5,4.5200000032782555,0.5,1.822265625,4.0314746126532555,109.21630859375,2807
17611,278,0.5,4.5200000032782555,0.5,-0.73828125,4.0302539095282555,107.30126953125,2650
17613,279,0.5,4.5200000032782555,0.5,2.100830078125,4.0300097689032555,107.782470703125,2700
17615,280,0.5,4.5200000032782555,0.5,0.697021484375,4.0312304720282555,110.13232421875,2793
17617,281,0.5,4.5200000032782555,0.5,1.02197265625,4.0309863314032555,111.1494140625,2771
17619,282,0.5,4.5200000032782555,0.5,-0.089111328125,4.0314746126532555,108.84326171875,2690
17621,283,0.5,4.5200000032782555,0.5,1.441162109375,4.0297656282782555,109.155517578125,2710
17623,284,0.5,4.5200000032782555,0.5,0.047607421875,4.0317187532782555,111.686279296875,2836
17625,285,0.5,4.5200000032782555,0.5,-0.12744140625,4.0309863314032555,111.423095703125,2790
17627,286,0.5,4.5200000032782555,0.5,0.401123046875,4.0312304720282555,110.672119140625,2770
17629,287,0.5,4.5200000032782555,0.5,-0.990234375,4.0309863314032555,111.986572265625,2795
17631,288,0.5,4.5200000032782555,0.5,0.465087890625,4.0317187532782555,111.44873046875,2789
17633,289,0.5,4.5200000032782555,0.5,0.280029296875,4.0319628939032555,110.78173828125,2811
17635,290,0.5,4.5200000032782555,0.5,-0.11279296875,4.0322070345282555,112.829833984375,2848
17637,291,0.5,4.5200000032782555,0.5,0.62158203125,4.0319628939032555,114.123291015625,2873
